Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pX	 L2N20pX	 L3N20pX	 L1N20FX	 L2N20FX	 L3N20FX	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
10.63	 729121	 1.03866e+06	 1.03866e+06	 13.9553	 6.15529	 6.15529	 552498	 -437806	 -437806	 
10.64	 729137	 1.0386e+06	 1.0386e+06	 13.953	 6.15302	 6.15302	 552516	 -437770	 -437770	 
10.65	 729151	 1.03854e+06	 1.03854e+06	 13.9507	 6.15073	 6.15073	 552532	 -437734	 -437734	 
10.66	 729163	 1.03848e+06	 1.03848e+06	 13.9485	 6.14845	 6.14845	 552548	 -437699	 -437699	 
10.67	 729175	 1.03842e+06	 1.03842e+06	 13.9462	 6.14617	 6.14617	 552563	 -437662	 -437662	 
10.68	 729185	 1.03836e+06	 1.03836e+06	 13.9439	 6.14388	 6.14388	 552577	 -437626	 -437626	 
10.69	 729194	 1.0383e+06	 1.0383e+06	 13.9416	 6.14159	 6.14159	 552590	 -437590	 -437590	 
10.7	 729202	 1.03824e+06	 1.03824e+06	 13.9393	 6.1393	 6.1393	 552603	 -437553	 -437553	 
10.71	 729209	 1.03817e+06	 1.03817e+06	 13.937	 6.13701	 6.13701	 552614	 -437516	 -437516	 
10.72	 729215	 1.03811e+06	 1.03811e+06	 13.9347	 6.13471	 6.13471	 552626	 -437479	 -437479	 
10.73	 729220	 1.03804e+06	 1.03804e+06	 13.9324	 6.13242	 6.13242	 552636	 -437442	 -437442	 
10.74	 729223	 1.03798e+06	 1.03798e+06	 13.9301	 6.13012	 6.13012	 552646	 -437405	 -437405	 
10.75	 729226	 1.03791e+06	 1.03791e+06	 13.9278	 6.12782	 6.12782	 552655	 -437367	 -437367	 
10.76	 729228	 1.03784e+06	 1.03784e+06	 13.9255	 6.12552	 6.12552	 552664	 -437330	 -437330	 
10.77	 729229	 1.03778e+06	 1.03778e+06	 13.9232	 6.12321	 6.12321	 552672	 -437292	 -437292	 
10.78	 729229	 1.03771e+06	 1.03771e+06	 13.9209	 6.12091	 6.12091	 552679	 -437254	 -437254	 
10.79	 729228	 1.03764e+06	 1.03764e+06	 13.9186	 6.1186	 6.1186	 552686	 -437216	 -437216	 
10.8	 729227	 1.03757e+06	 1.03757e+06	 13.9163	 6.11629	 6.11629	 552693	 -437178	 -437178	 
10.81	 729224	 1.0375e+06	 1.0375e+06	 13.914	 6.11398	 6.11398	 552699	 -437140	 -437140	 
10.82	 729221	 1.03743e+06	 1.03743e+06	 13.9117	 6.11166	 6.11166	 552705	 -437101	 -437101	 
10.83	 729218	 1.03736e+06	 1.03736e+06	 13.9093	 6.10935	 6.10935	 552711	 -437063	 -437063	 
10.84	 729214	 1.03728e+06	 1.03728e+06	 13.907	 6.10703	 6.10703	 552716	 -437024	 -437024	 
10.85	 729209	 1.03721e+06	 1.03721e+06	 13.9047	 6.10471	 6.10471	 552721	 -436986	 -436986	 
10.86	 729204	 1.03714e+06	 1.03714e+06	 13.9024	 6.10239	 6.10239	 552725	 -436947	 -436947	 
10.87	 729198	 1.03706e+06	 1.03706e+06	 13.9001	 6.10007	 6.10007	 552730	 -436908	 -436908	 
10.88	 729192	 1.03699e+06	 1.03699e+06	 13.8977	 6.09774	 6.09774	 552734	 -436869	 -436869	 
10.89	 729185	 1.03691e+06	 1.03691e+06	 13.8954	 6.09541	 6.09541	 552738	 -436829	 -436829	 
10.9	 729178	 1.03684e+06	 1.03684e+06	 13.8931	 6.09309	 6.09309	 552742	 -436790	 -436790	 
10.91	 729170	 1.03676e+06	 1.03676e+06	 13.8908	 6.09075	 6.09075	 552746	 -436751	 -436751	 
10.92	 729163	 1.03668e+06	 1.03668e+06	 13.8884	 6.08842	 6.08842	 552750	 -436711	 -436711	 
10.93	 729155	 1.0366e+06	 1.0366e+06	 13.8861	 6.08609	 6.08609	 552753	 -436671	 -436671	 
10.94	 729146	 1.03653e+06	 1.03653e+06	 13.8838	 6.08375	 6.08375	 552757	 -436632	 -436632	 
10.95	 729138	 1.03645e+06	 1.03645e+06	 13.8814	 6.08141	 6.08141	 552761	 -436592	 -436592	 
10.96	 729129	 1.03637e+06	 1.03637e+06	 13.8791	 6.07907	 6.07907	 552764	 -436552	 -436552	 
10.97	 729121	 1.03629e+06	 1.03629e+06	 13.8767	 6.07673	 6.07673	 552768	 -436512	 -436512	 
10.98	 729112	 1.0362e+06	 1.0362e+06	 13.8744	 6.07439	 6.07439	 552772	 -436472	 -436472	 
10.99	 729103	 1.03612e+06	 1.03612e+06	 13.872	 6.07204	 6.07204	 552776	 -436431	 -436431	 
11	 729094	 1.03604e+06	 1.03604e+06	 13.8697	 6.06969	 6.06969	 552780	 -436391	 -436391	 
11.01	 729085	 1.03596e+06	 1.03596e+06	 13.8673	 6.06734	 6.06734	 552785	 -436351	 -436351	 
11.02	 729076	 1.03587e+06	 1.03587e+06	 13.865	 6.06499	 6.06499	 552789	 -436310	 -436310	 
11.03	 729067	 1.03579e+06	 1.03579e+06	 13.8626	 6.06264	 6.06264	 552794	 -436270	 -436270	 
11.04	 729058	 1.0357e+06	 1.0357e+06	 13.8603	 6.06028	 6.06028	 552799	 -436229	 -436229	 
11.05	 729049	 1.03562e+06	 1.03562e+06	 13.8579	 6.05792	 6.05792	 552804	 -436188	 -436188	 
11.06	 729040	 1.03553e+06	 1.03553e+06	 13.8556	 6.05556	 6.05556	 552809	 -436147	 -436147	 
11.07	 729031	 1.03545e+06	 1.03545e+06	 13.8532	 6.0532	 6.0532	 552814	 -436106	 -436106	 
11.08	 729023	 1.03536e+06	 1.03536e+06	 13.8508	 6.05084	 6.05084	 552820	 -436065	 -436065	 
11.09	 729014	 1.03527e+06	 1.03527e+06	 13.8485	 6.04848	 6.04848	 552826	 -436024	 -436024	 
11.1	 729006	 1.03518e+06	 1.03518e+06	 13.8461	 6.04611	 6.04611	 552833	 -435983	 -435983	 
11.11	 728998	 1.0351e+06	 1.0351e+06	 13.8437	 6.04374	 6.04374	 552839	 -435942	 -435942	 
11.12	 728990	 1.03501e+06	 1.03501e+06	 13.8414	 6.04137	 6.04137	 552846	 -435901	 -435901	 
11.13	 728982	 1.03492e+06	 1.03492e+06	 13.839	 6.039	 6.039	 552853	 -435859	 -435859	 
11.14	 728975	 1.03483e+06	 1.03483e+06	 13.8366	 6.03662	 6.03662	 552861	 -435818	 -435818	 
11.15	 728967	 1.03474e+06	 1.03474e+06	 13.8342	 6.03425	 6.03425	 552869	 -435776	 -435776	 
11.16	 728960	 1.03465e+06	 1.03465e+06	 13.8319	 6.03187	 6.03187	 552877	 -435735	 -435735	 
11.17	 728953	 1.03456e+06	 1.03456e+06	 13.8295	 6.02949	 6.02949	 552886	 -435693	 -435693	 
11.18	 728947	 1.03447e+06	 1.03447e+06	 13.8271	 6.02711	 6.02711	 552895	 -435651	 -435651	 
11.19	 728940	 1.03437e+06	 1.03437e+06	 13.8247	 6.02472	 6.02472	 552904	 -435610	 -435610	 
11.2	 728934	 1.03428e+06	 1.03428e+06	 13.8223	 6.02234	 6.02234	 552914	 -435568	 -435568	 
11.21	 728929	 1.03419e+06	 1.03419e+06	 13.8199	 6.01995	 6.01995	 552924	 -435526	 -435526	 
11.22	 728923	 1.0341e+06	 1.0341e+06	 13.8176	 6.01756	 6.01756	 552935	 -435484	 -435484	 
11.23	 728918	 1.034e+06	 1.034e+06	 13.8152	 6.01517	 6.01517	 552946	 -435442	 -435442	 
11.24	 728913	 1.03391e+06	 1.03391e+06	 13.8128	 6.01277	 6.01277	 552957	 -435400	 -435400	 
11.25	 728909	 1.03382e+06	 1.03382e+06	 13.8104	 6.01038	 6.01038	 552969	 -435359	 -435359	 
11.26	 728905	 1.03372e+06	 1.03372e+06	 13.808	 6.00798	 6.00798	 552981	 -435317	 -435317	 
11.27	 728901	 1.03363e+06	 1.03363e+06	 13.8056	 6.00558	 6.00558	 552994	 -435275	 -435275	 
11.28	 728898	 1.03353e+06	 1.03353e+06	 13.8032	 6.00318	 6.00318	 553007	 -435233	 -435233	 
11.29	 728895	 1.03344e+06	 1.03344e+06	 13.8008	 6.00078	 6.00078	 553020	 -435191	 -435191	 
11.3	 728893	 1.03335e+06	 1.03335e+06	 13.7984	 5.99837	 5.99837	 553034	 -435148	 -435148	 
11.31	 728891	 1.03325e+06	 1.03325e+06	 13.796	 5.99597	 5.99597	 553049	 -435106	 -435106	 
11.32	 728889	 1.03316e+06	 1.03316e+06	 13.7936	 5.99356	 5.99356	 553064	 -435064	 -435064	 
11.33	 728888	 1.03306e+06	 1.03306e+06	 13.7911	 5.99115	 5.99115	 553079	 -435022	 -435022	 
11.34	 728887	 1.03297e+06	 1.03297e+06	 13.7887	 5.98874	 5.98874	 553095	 -434980	 -434980	 
11.35	 728887	 1.03287e+06	 1.03287e+06	 13.7863	 5.98632	 5.98632	 553111	 -434938	 -434938	 
11.36	 728887	 1.03277e+06	 1.03277e+06	 13.7839	 5.9839	 5.9839	 553128	 -434896	 -434896	 
11.37	 728888	 1.03268e+06	 1.03268e+06	 13.7815	 5.98149	 5.98149	 553146	 -434854	 -434854	 
11.38	 728890	 1.03258e+06	 1.03258e+06	 13.7791	 5.97907	 5.97907	 553164	 -434812	 -434812	 
11.39	 728892	 1.03249e+06	 1.03249e+06	 13.7766	 5.97665	 5.97665	 553182	 -434770	 -434770	 
11.4	 728895	 1.03239e+06	 1.03239e+06	 13.7742	 5.97422	 5.97422	 553202	 -434727	 -434727	 
11.41	 728898	 1.0323e+06	 1.0323e+06	 13.7718	 5.9718	 5.9718	 553221	 -434685	 -434685	 
11.42	 728902	 1.0322e+06	 1.0322e+06	 13.7694	 5.96937	 5.96937	 553242	 -434643	 -434643	 
11.43	 728906	 1.0321e+06	 1.0321e+06	 13.7669	 5.96694	 5.96694	 553263	 -434601	 -434601	 
11.44	 728912	 1.03201e+06	 1.03201e+06	 13.7645	 5.96451	 5.96451	 553284	 -434559	 -434559	 
11.45	 728918	 1.03191e+06	 1.03191e+06	 13.7621	 5.96208	 5.96208	 553307	 -434517	 -434517	 
11.46	 728924	 1.03182e+06	 1.03182e+06	 13.7596	 5.95964	 5.95964	 553330	 -434475	 -434475	 
11.47	 728932	 1.03172e+06	 1.03172e+06	 13.7572	 5.9572	 5.9572	 553353	 -434433	 -434433	 
11.48	 728940	 1.03163e+06	 1.03163e+06	 13.7548	 5.95477	 5.95477	 553378	 -434391	 -434391	 
11.49	 728949	 1.03153e+06	 1.03153e+06	 13.7523	 5.95233	 5.95233	 553403	 -434349	 -434349	 
11.5	 728959	 1.03144e+06	 1.03144e+06	 13.7499	 5.94988	 5.94988	 553428	 -434307	 -434307	 
11.51	 728970	 1.03134e+06	 1.03134e+06	 13.7474	 5.94744	 5.94744	 553455	 -434265	 -434265	 
11.52	 728982	 1.03125e+06	 1.03125e+06	 13.745	 5.94499	 5.94499	 553482	 -434223	 -434223	 
11.53	 728994	 1.03115e+06	 1.03115e+06	 13.7425	 5.94254	 5.94254	 553510	 -434181	 -434181	 
11.54	 729008	 1.03106e+06	 1.03106e+06	 13.7401	 5.94009	 5.94009	 553539	 -434140	 -434140	 
11.55	 729022	 1.03096e+06	 1.03096e+06	 13.7376	 5.93764	 5.93764	 553568	 -434098	 -434098	 
11.56	 729038	 1.03087e+06	 1.03087e+06	 13.7352	 5.93519	 5.93519	 553599	 -434056	 -434056	 
11.57	 729054	 1.03077e+06	 1.03077e+06	 13.7327	 5.93273	 5.93273	 553630	 -434014	 -434014	 
11.58	 729072	 1.03068e+06	 1.03068e+06	 13.7303	 5.93028	 5.93028	 553662	 -433973	 -433973	 
11.59	 729090	 1.03059e+06	 1.03059e+06	 13.7278	 5.92782	 5.92782	 553695	 -433931	 -433931	 
11.6	 729110	 1.03049e+06	 1.03049e+06	 13.7254	 5.92536	 5.92536	 553729	 -433889	 -433889	 
11.61	 729131	 1.0304e+06	 1.0304e+06	 13.7229	 5.92289	 5.92289	 553764	 -433848	 -433848	 
11.62	 729153	 1.03031e+06	 1.03031e+06	 13.7204	 5.92043	 5.92043	 553799	 -433806	 -433806	 
11.63	 729176	 1.03021e+06	 1.03021e+06	 13.718	 5.91796	 5.91796	 553836	 -433765	 -433765	 
11.64	 729200	 1.03012e+06	 1.03012e+06	 13.7155	 5.91549	 5.91549	 553873	 -433723	 -433723	 
11.65	 729226	 1.03003e+06	 1.03003e+06	 13.713	 5.91302	 5.91302	 553912	 -433682	 -433682	 
11.66	 729253	 1.02994e+06	 1.02994e+06	 13.7105	 5.91055	 5.91055	 553951	 -433640	 -433640	 
11.67	 729281	 1.02985e+06	 1.02985e+06	 13.7081	 5.90808	 5.90808	 553992	 -433599	 -433599	 
11.68	 729310	 1.02976e+06	 1.02976e+06	 13.7056	 5.9056	 5.9056	 554033	 -433557	 -433557	 
11.69	 729340	 1.02966e+06	 1.02966e+06	 13.7031	 5.90312	 5.90312	 554075	 -433516	 -433516	 
11.7	 729372	 1.02957e+06	 1.02957e+06	 13.7006	 5.90064	 5.90064	 554119	 -433475	 -433475	 
11.71	 729405	 1.02948e+06	 1.02948e+06	 13.6982	 5.89816	 5.89816	 554163	 -433434	 -433434	 
11.72	 729440	 1.02939e+06	 1.02939e+06	 13.6957	 5.89568	 5.89568	 554208	 -433393	 -433393	 
11.73	 729476	 1.0293e+06	 1.0293e+06	 13.6932	 5.89319	 5.89319	 554254	 -433352	 -433352	 
11.74	 729513	 1.02921e+06	 1.02921e+06	 13.6907	 5.89071	 5.89071	 554302	 -433311	 -433311	 
11.75	 729551	 1.02913e+06	 1.02913e+06	 13.6882	 5.88822	 5.88822	 554350	 -433270	 -433270	 
11.76	 729591	 1.02904e+06	 1.02904e+06	 13.6857	 5.88573	 5.88573	 554399	 -433229	 -433229	 
11.77	 729632	 1.02895e+06	 1.02895e+06	 13.6832	 5.88323	 5.88323	 554450	 -433188	 -433188	 
11.78	 729675	 1.02886e+06	 1.02886e+06	 13.6807	 5.88074	 5.88074	 554501	 -433147	 -433147	 
11.79	 729719	 1.02877e+06	 1.02877e+06	 13.6782	 5.87824	 5.87824	 554554	 -433106	 -433106	 
11.8	 729764	 1.02869e+06	 1.02869e+06	 13.6757	 5.87574	 5.87574	 554607	 -433066	 -433066	 
11.81	 729811	 1.0286e+06	 1.0286e+06	 13.6732	 5.87324	 5.87324	 554662	 -433025	 -433025	 
11.82	 729859	 1.02851e+06	 1.02851e+06	 13.6707	 5.87074	 5.87074	 554717	 -432985	 -432985	 
11.83	 729908	 1.02843e+06	 1.02843e+06	 13.6682	 5.86824	 5.86824	 554774	 -432944	 -432944	 
11.84	 729959	 1.02834e+06	 1.02834e+06	 13.6657	 5.86573	 5.86573	 554831	 -432904	 -432904	 
11.85	 730011	 1.02826e+06	 1.02826e+06	 13.6632	 5.86322	 5.86322	 554890	 -432864	 -432864	 
11.86	 730065	 1.02817e+06	 1.02817e+06	 13.6607	 5.86071	 5.86071	 554949	 -432823	 -432823	 
11.87	 730120	 1.02809e+06	 1.02809e+06	 13.6582	 5.8582	 5.8582	 555009	 -432783	 -432783	 
11.88	 730176	 1.02801e+06	 1.02801e+06	 13.6557	 5.85569	 5.85569	 555071	 -432743	 -432743	 
11.89	 730234	 1.02792e+06	 1.02792e+06	 13.6532	 5.85318	 5.85318	 555133	 -432703	 -432703	 
11.9	 730293	 1.02784e+06	 1.02784e+06	 13.6507	 5.85066	 5.85066	 555197	 -432664	 -432664	 
11.91	 730353	 1.02776e+06	 1.02776e+06	 13.6481	 5.84814	 5.84814	 555261	 -432624	 -432624	 
11.92	 730415	 1.02768e+06	 1.02768e+06	 13.6456	 5.84562	 5.84562	 555326	 -432584	 -432584	 
11.93	 730478	 1.0276e+06	 1.0276e+06	 13.6431	 5.8431	 5.8431	 555392	 -432545	 -432545	 
11.94	 730543	 1.02752e+06	 1.02752e+06	 13.6406	 5.84057	 5.84057	 555459	 -432506	 -432506	 
11.95	 730608	 1.02744e+06	 1.02744e+06	 13.638	 5.83805	 5.83805	 555527	 -432466	 -432466	 
11.96	 730675	 1.02736e+06	 1.02736e+06	 13.6355	 5.83552	 5.83552	 555596	 -432427	 -432427	 
11.97	 730743	 1.02728e+06	 1.02728e+06	 13.633	 5.83299	 5.83299	 555666	 -432388	 -432388	 
11.98	 730813	 1.0272e+06	 1.0272e+06	 13.6305	 5.83046	 5.83046	 555736	 -432349	 -432349	 
11.99	 730883	 1.02712e+06	 1.02712e+06	 13.6279	 5.82792	 5.82792	 555808	 -432311	 -432311	 
12	 730955	 1.02704e+06	 1.02704e+06	 13.6254	 5.82539	 5.82539	 555880	 -432272	 -432272	 
12.01	 731028	 1.02697e+06	 1.02697e+06	 13.6229	 5.82285	 5.82285	 555953	 -432234	 -432234	 
12.02	 731103	 1.02689e+06	 1.02689e+06	 13.6203	 5.82031	 5.82031	 556026	 -432195	 -432195	 
12.03	 731178	 1.02682e+06	 1.02682e+06	 13.6178	 5.81777	 5.81777	 556101	 -432157	 -432157	 
12.04	 731254	 1.02674e+06	 1.02674e+06	 13.6152	 5.81523	 5.81523	 556176	 -432119	 -432119	 
12.05	 731332	 1.02667e+06	 1.02667e+06	 13.6127	 5.81269	 5.81269	 556252	 -432081	 -432081	 
12.06	 731411	 1.02659e+06	 1.02659e+06	 13.6101	 5.81014	 5.81014	 556329	 -432044	 -432044	 
12.07	 731491	 1.02652e+06	 1.02652e+06	 13.6076	 5.80759	 5.80759	 556406	 -432006	 -432006	 
12.08	 731572	 1.02645e+06	 1.02645e+06	 13.605	 5.80504	 5.80504	 556484	 -431969	 -431969	 
12.09	 731654	 1.02637e+06	 1.02637e+06	 13.6025	 5.80249	 5.80249	 556563	 -431932	 -431932	 
12.1	 731737	 1.0263e+06	 1.0263e+06	 13.5999	 5.79994	 5.79994	 556643	 -431895	 -431895	 
12.11	 731821	 1.02623e+06	 1.02623e+06	 13.5974	 5.79738	 5.79738	 556723	 -431858	 -431858	 
12.12	 731906	 1.02616e+06	 1.02616e+06	 13.5948	 5.79482	 5.79482	 556803	 -431822	 -431822	 
12.13	 731992	 1.02609e+06	 1.02609e+06	 13.5923	 5.79227	 5.79227	 556885	 -431786	 -431786	 
12.14	 732079	 1.02602e+06	 1.02602e+06	 13.5897	 5.7897	 5.7897	 556966	 -431749	 -431749	 
12.15	 732167	 1.02595e+06	 1.02595e+06	 13.5871	 5.78714	 5.78714	 557049	 -431714	 -431714	 
12.16	 732256	 1.02589e+06	 1.02589e+06	 13.5846	 5.78458	 5.78458	 557132	 -431678	 -431678	 
12.17	 732346	 1.02582e+06	 1.02582e+06	 13.582	 5.78201	 5.78201	 557216	 -431642	 -431642	 
12.18	 732437	 1.02575e+06	 1.02575e+06	 13.5794	 5.77944	 5.77944	 557300	 -431607	 -431607	 
12.19	 732529	 1.02569e+06	 1.02569e+06	 13.5769	 5.77687	 5.77687	 557384	 -431572	 -431572	 
12.2	 732621	 1.02562e+06	 1.02562e+06	 13.5743	 5.7743	 5.7743	 557470	 -431537	 -431537	 
12.21	 732715	 1.02556e+06	 1.02556e+06	 13.5717	 5.77173	 5.77173	 557555	 -431503	 -431503	 
12.22	 732809	 1.02549e+06	 1.02549e+06	 13.5692	 5.76915	 5.76915	 557641	 -431468	 -431468	 
12.23	 732904	 1.02543e+06	 1.02543e+06	 13.5666	 5.76657	 5.76657	 557728	 -431434	 -431434	 
12.24	 733000	 1.02537e+06	 1.02537e+06	 13.564	 5.764	 5.764	 557815	 -431401	 -431401	 
12.25	 733097	 1.02531e+06	 1.02531e+06	 13.5614	 5.76142	 5.76142	 557903	 -431367	 -431367	 
12.26	 733195	 1.02524e+06	 1.02524e+06	 13.5588	 5.75883	 5.75883	 557991	 -431334	 -431334	 
12.27	 733293	 1.02518e+06	 1.02518e+06	 13.5562	 5.75625	 5.75625	 558079	 -431301	 -431301	 
12.28	 733392	 1.02512e+06	 1.02512e+06	 13.5537	 5.75366	 5.75366	 558168	 -431268	 -431268	 
12.29	 733492	 1.02507e+06	 1.02507e+06	 13.5511	 5.75107	 5.75107	 558257	 -431235	 -431235	 
12.3	 733592	 1.02501e+06	 1.02501e+06	 13.5485	 5.74848	 5.74848	 558347	 -431203	 -431203	 
12.31	 733694	 1.02495e+06	 1.02495e+06	 13.5459	 5.74589	 5.74589	 558436	 -431171	 -431171	 
12.32	 733796	 1.02489e+06	 1.02489e+06	 13.5433	 5.7433	 5.7433	 558527	 -431139	 -431139	 
12.33	 733898	 1.02483e+06	 1.02483e+06	 13.5407	 5.7407	 5.7407	 558618	 -431108	 -431108	 
12.34	 734002	 1.02478e+06	 1.02478e+06	 13.5381	 5.73811	 5.73811	 558709	 -431077	 -431077	 
12.35	 734106	 1.02472e+06	 1.02472e+06	 13.5355	 5.73551	 5.73551	 558800	 -431046	 -431046	 
12.36	 734210	 1.02467e+06	 1.02467e+06	 13.5329	 5.73291	 5.73291	 558892	 -431015	 -431015	 
12.37	 734316	 1.02461e+06	 1.02461e+06	 13.5303	 5.7303	 5.7303	 558984	 -430985	 -430985	 
12.38	 734421	 1.02456e+06	 1.02456e+06	 13.5277	 5.7277	 5.7277	 559076	 -430955	 -430955	 
12.39	 734528	 1.02451e+06	 1.02451e+06	 13.5251	 5.72509	 5.72509	 559169	 -430925	 -430925	 
12.4	 734635	 1.02446e+06	 1.02446e+06	 13.5225	 5.72249	 5.72249	 559262	 -430896	 -430896	 
12.41	 734743	 1.0244e+06	 1.0244e+06	 13.5199	 5.71988	 5.71988	 559355	 -430867	 -430867	 
12.42	 734851	 1.02435e+06	 1.02435e+06	 13.5173	 5.71726	 5.71726	 559449	 -430838	 -430838	 
12.43	 734960	 1.0243e+06	 1.0243e+06	 13.5146	 5.71465	 5.71465	 559542	 -430809	 -430809	 
12.44	 735069	 1.02425e+06	 1.02425e+06	 13.512	 5.71204	 5.71204	 559636	 -430781	 -430781	 
12.45	 735179	 1.02421e+06	 1.02421e+06	 13.5094	 5.70942	 5.70942	 559731	 -430753	 -430753	 
12.46	 735290	 1.02416e+06	 1.02416e+06	 13.5068	 5.7068	 5.7068	 559825	 -430725	 -430725	 
12.47	 735401	 1.02411e+06	 1.02411e+06	 13.5042	 5.70418	 5.70418	 559920	 -430698	 -430698	 
12.48	 735512	 1.02406e+06	 1.02406e+06	 13.5016	 5.70156	 5.70156	 560015	 -430671	 -430671	 
12.49	 735624	 1.02402e+06	 1.02402e+06	 13.4989	 5.69893	 5.69893	 560110	 -430644	 -430644	 
12.5	 735736	 1.02397e+06	 1.02397e+06	 13.4963	 5.69631	 5.69631	 560205	 -430617	 -430617	 
12.51	 735849	 1.02392e+06	 1.02392e+06	 13.4937	 5.69368	 5.69368	 560301	 -430591	 -430591	 
12.52	 735962	 1.02388e+06	 1.02388e+06	 13.491	 5.69105	 5.69105	 560396	 -430565	 -430565	 
12.53	 736075	 1.02384e+06	 1.02384e+06	 13.4884	 5.68842	 5.68842	 560492	 -430540	 -430540	 
12.54	 736189	 1.02379e+06	 1.02379e+06	 13.4858	 5.68579	 5.68579	 560588	 -430514	 -430514	 
12.55	 736303	 1.02375e+06	 1.02375e+06	 13.4831	 5.68315	 5.68315	 560684	 -430489	 -430489	 
12.56	 736418	 1.02371e+06	 1.02371e+06	 13.4805	 5.68051	 5.68051	 560780	 -430465	 -430465	 
12.57	 736532	 1.02367e+06	 1.02367e+06	 13.4779	 5.67788	 5.67788	 560877	 -430440	 -430440	 
12.58	 736647	 1.02362e+06	 1.02362e+06	 13.4752	 5.67523	 5.67523	 560973	 -430416	 -430416	 
12.59	 736763	 1.02358e+06	 1.02358e+06	 13.4726	 5.67259	 5.67259	 561069	 -430392	 -430392	 
12.6	 736878	 1.02354e+06	 1.02354e+06	 13.4699	 5.66995	 5.66995	 561166	 -430369	 -430369	 
12.61	 736994	 1.0235e+06	 1.0235e+06	 13.4673	 5.6673	 5.6673	 561262	 -430346	 -430346	 
12.62	 737109	 1.02347e+06	 1.02347e+06	 13.4647	 5.66466	 5.66466	 561358	 -430323	 -430323	 
12.63	 737225	 1.02343e+06	 1.02343e+06	 13.462	 5.66201	 5.66201	 561455	 -430300	 -430300	 
12.64	 737341	 1.02339e+06	 1.02339e+06	 13.4594	 5.65936	 5.65936	 561551	 -430278	 -430278	 
12.65	 737457	 1.02335e+06	 1.02335e+06	 13.4567	 5.6567	 5.6567	 561648	 -430256	 -430256	 
12.66	 737573	 1.02332e+06	 1.02332e+06	 13.454	 5.65405	 5.65405	 561744	 -430234	 -430234	 
12.67	 737690	 1.02328e+06	 1.02328e+06	 13.4514	 5.65139	 5.65139	 561840	 -430213	 -430213	 
12.68	 737806	 1.02324e+06	 1.02324e+06	 13.4487	 5.64873	 5.64873	 561936	 -430192	 -430192	 
12.69	 737922	 1.02321e+06	 1.02321e+06	 13.4461	 5.64607	 5.64607	 562032	 -430171	 -430171	 
12.7	 738038	 1.02318e+06	 1.02318e+06	 13.4434	 5.64341	 5.64341	 562128	 -430150	 -430150	 
12.71	 738154	 1.02314e+06	 1.02314e+06	 13.4407	 5.64075	 5.64075	 562224	 -430130	 -430130	 
12.72	 738270	 1.02311e+06	 1.02311e+06	 13.4381	 5.63808	 5.63808	 562319	 -430110	 -430110	 
12.73	 738386	 1.02308e+06	 1.02308e+06	 13.4354	 5.63542	 5.63542	 562415	 -430090	 -430090	 
12.74	 738501	 1.02304e+06	 1.02304e+06	 13.4327	 5.63275	 5.63275	 562510	 -430071	 -430071	 
12.75	 738617	 1.02301e+06	 1.02301e+06	 13.4301	 5.63008	 5.63008	 562605	 -430052	 -430052	 
12.76	 738732	 1.02298e+06	 1.02298e+06	 13.4274	 5.62741	 5.62741	 562699	 -430033	 -430033	 
12.77	 738847	 1.02295e+06	 1.02295e+06	 13.4247	 5.62473	 5.62473	 562794	 -430014	 -430014	 
12.78	 738961	 1.02292e+06	 1.02292e+06	 13.4221	 5.62206	 5.62206	 562888	 -429996	 -429996	 
12.79	 739076	 1.02289e+06	 1.02289e+06	 13.4194	 5.61938	 5.61938	 562982	 -429978	 -429978	 
12.8	 739190	 1.02286e+06	 1.02286e+06	 13.4167	 5.6167	 5.6167	 563076	 -429960	 -429960	 
12.81	 739303	 1.02283e+06	 1.02283e+06	 13.414	 5.61402	 5.61402	 563169	 -429943	 -429943	 
12.82	 739417	 1.0228e+06	 1.0228e+06	 13.4113	 5.61133	 5.61133	 563262	 -429925	 -429925	 
12.83	 739530	 1.02277e+06	 1.02277e+06	 13.4086	 5.60865	 5.60865	 563354	 -429908	 -429908	 
12.84	 739642	 1.02275e+06	 1.02275e+06	 13.406	 5.60596	 5.60596	 563446	 -429891	 -429891	 
12.85	 739754	 1.02272e+06	 1.02272e+06	 13.4033	 5.60328	 5.60328	 563538	 -429875	 -429875	 
12.86	 739865	 1.02269e+06	 1.02269e+06	 13.4006	 5.60059	 5.60059	 563630	 -429858	 -429858	 
12.87	 739976	 1.02267e+06	 1.02267e+06	 13.3979	 5.59789	 5.59789	 563721	 -429842	 -429842	 
12.88	 740087	 1.02264e+06	 1.02264e+06	 13.3952	 5.5952	 5.5952	 563811	 -429826	 -429826	 
12.89	 740197	 1.02262e+06	 1.02262e+06	 13.3925	 5.59251	 5.59251	 563901	 -429810	 -429810	 
12.9	 740306	 1.02259e+06	 1.02259e+06	 13.3898	 5.58981	 5.58981	 563991	 -429795	 -429795	 
12.91	 740414	 1.02257e+06	 1.02257e+06	 13.3871	 5.58711	 5.58711	 564080	 -429780	 -429780	 
12.92	 740522	 1.02254e+06	 1.02254e+06	 13.3844	 5.58441	 5.58441	 564169	 -429765	 -429765	 
12.93	 740630	 1.02252e+06	 1.02252e+06	 13.3817	 5.58171	 5.58171	 564257	 -429750	 -429750	 
