0	 0	 0	 -73	 -0	 0	 -0
0.0120482	 0	 0	 -73	 -0	 0	 -0
0.0120482	 0	 0	 -73	 0	 -1.92662e-10	 0
0.0265769	 0	 0	 -73	 -0	 6.14357e-10	 0
0.0265769	 0	 0	 -73.0001	 -0	 2.46243e-09	 0
0.0439595	 0	 0	 -73.0001	 -0	 2.887e-09	 0
0.0439595	 0	 0	 -73.0004	 -0	 6.80637e-09	 0
0.0647429	 0	 0	 -73.0004	 -0	 7.48638e-09	 0
0.0647429	 0	 0	 -73.0008	 -0	 1.45281e-08	 0
0.089355	 0	 0	 -73.0008	 -0	 1.53122e-08	 0
0.089355	 0	 0	 -73.0014	 -0	 2.58892e-08	 0
0.118731	 0	 0	 -73.0015	 -0	 2.75111e-08	 0
0.118731	 0	 0	 -73.0024	 -0	 4.36501e-08	 0
0.15137	 0	 0	 -73.0025	 -0	 4.53564e-08	 0
0.15137	 0	 0	 -73.0039	 -0	 6.89118e-08	 0
0.179658	 0	 0	 -73.0037	 -0	 6.56852e-08	 0
0.179658	 0	 0	 -73.005	 -0	 8.93022e-08	 0
0.207946	 0	 0	 -73.005	 -0	 8.80892e-08	 0
0.207946	 0	 0	 -73.0066	 -0	 1.12556e-07	 0
0.236233	 0	 0	 -73.0066	 -0	 1.12151e-07	 0
0.236233	 0	 0	 -73.0083	 -0	 1.37983e-07	 0
0.264521	 0	 0	 -73.0083	 -0	 1.37721e-07	 0
0.264521	 0	 0	 -73.0103	 -0	 1.64492e-07	 0
0.292809	 0	 0	 -73.0103	 -0	 1.64502e-07	 0
0.292809	 0	 0	 -73.0124	 -0	 1.92178e-07	 0
0.319001	 0	 0	 -73.0122	 -0	 1.90369e-07	 0
0.319001	 0	 0	 -73.0144	 -0	 2.16785e-07	 0
0.341701	 0	 0	 -73.0141	 -0	 2.13599e-07	 0
0.341701	 0	 0	 -73.0161	 -0	 2.37103e-07	 0
0.363644	 0	 0	 -73.016	 -0	 2.36467e-07	 0
0.363644	 0	 0	 -73.018	 -0	 2.59434e-07	 0
0.384856	 0	 0	 -73.018	 -0	 2.59131e-07	 0
0.384856	 0	 0	 -73.02	 -0	 2.82046e-07	 0
0.406068	 0	 0	 -73.02	 -0	 2.82473e-07	 0
0.406068	 0	 0	 -73.0222	 -0	 3.06095e-07	 0
0.426548	 0	 0	 -73.0222	 -0	 3.05898e-07	 0
0.426548	 0	 0	 -73.0244	 -0	 3.29907e-07	 0
0.448604	 0	 0	 -73.0245	 -0	 3.31955e-07	 0
0.448604	 0	 0	 -73.027	 -0	 3.58547e-07	 0
0.47066	 0	 0	 -73.027	 -0	 3.59594e-07	 0
0.47066	 0	 0	 -73.0296	 -0	 3.88838e-07	 0
0.489565	 0	 0	 -73.0293	 -0	 3.84892e-07	 0
0.489565	 0	 0	 -73.0316	 -0	 4.10619e-07	 0
0.507795	 0	 0	 -73.0315	 -0	 4.1033e-07	 0
0.507795	 0	 0	 -73.0339	 -0	 4.36927e-07	 0
0.526726	 0	 0	 -73.0339	 -0	 4.38855e-07	 0
0.526726	 0	 0	 -73.0364	 -0	 4.69385e-07	 0
0.544254	 0	 0	 -73.0363	 -0	 4.67739e-07	 0
0.544254	 0	 0	 -73.0387	 -0	 4.98109e-07	 0
0.558956	 0	 0	 -73.0383	 -0	 4.93043e-07	 0
0.558956	 0	 0	 -73.0403	 -0	 5.18491e-07	 0
0.571557	 0	 0	 -73.04	 -0	 5.15142e-07	 0
0.571557	 0	 0	 -73.0418	 -0	 5.3764e-07	 0
0.58454	 0	 0	 -73.0419	 -0	 5.38628e-07	 0
0.58454	 0	 0	 -73.0438	 -0	 5.62905e-07	 0
0.598866	 0	 0	 -73.044	 -0	 5.65488e-07	 0
0.598866	 0	 0	 -73.0461	 -0	 5.93005e-07	 0
0.614912	 0	 0	 -73.0464	 -0	 5.96273e-07	 0
0.614912	 0	 0	 -73.0488	 -0	 6.27696e-07	 0
0.632416	 0	 0	 -73.0491	 -0	 6.30728e-07	 0
0.632416	 0	 0	 -73.0518	 -0	 6.66268e-07	 0
0.64992	 0	 0	 -73.0518	 -0	 6.66483e-07	 0
0.64992	 0	 0	 -73.0547	 -0	 7.03779e-07	 0
0.667424	 0	 0	 -73.0547	 -0	 7.03077e-07	 0
0.667424	 0	 0	 -73.0576	 -0	 7.40297e-07	 0
0.684053	 0	 0	 -73.0574	 -0	 7.38405e-07	 0
0.684053	 0	 0	 -73.0603	 -0	 7.74458e-07	 0
0.700681	 0	 0	 -73.0603	 -0	 7.74044e-07	 0
0.700681	 0	 0	 -73.0632	 -0	 8.10047e-07	 0
0.71731	 0	 0	 -73.0632	 -0	 8.09883e-07	 0
0.71731	 0	 0	 -73.0661	 -0	 8.46197e-07	 0
0.731445	 0	 0	 -73.0657	 -0	 8.40147e-07	 0
0.731445	 0	 0	 -73.0683	 -0	 8.70425e-07	 0
0.743652	 0	 0	 -73.0679	 -0	 8.65116e-07	 0
0.743652	 0	 0	 -73.0702	 -0	 8.89768e-07	 0
0.754797	 0	 0	 -73.07	 -0	 8.86913e-07	 0
0.754797	 0	 0	 -73.0721	 -0	 9.08682e-07	 0
0.765014	 0	 0	 -73.0719	 -0	 9.06239e-07	 0
0.765014	 0	 0	 -73.0738	 -0	 9.2558e-07	 0
0.774414	 0	 0	 -73.0737	 -0	 9.23155e-07	 0
0.774414	 0	 0	 -73.0755	 -0	 9.39995e-07	 0
0.78309	 0	 0	 -73.0754	 -0	 9.37983e-07	 0
0.78309	 0	 0	 -73.077	 -0	 9.528e-07	 0
0.791124	 0	 0	 -73.0769	 -0	 9.51399e-07	 0
0.791124	 0	 0	 -73.0785	 -0	 9.64962e-07	 0
0.798584	 0	 0	 -73.0784	 -0	 9.63856e-07	 0
0.798584	 0	 0	 -73.0798	 -0	 9.7643e-07	 0
0.805529	 0	 0	 -73.0797	 -0	 9.75103e-07	 0
0.805529	 0	 0	 -73.0811	 -0	 9.86015e-07	 0
0.812235	 0	 0	 -73.0811	 -0	 9.85715e-07	 0
0.812235	 0	 0	 -73.0824	 -0	 9.96437e-07	 0
0.818709	 0	 0	 -73.0824	 -0	 9.96086e-07	 0
0.818709	 0	 0	 -73.0837	 -0	 1.00652e-06	 0
0.825184	 0	 0	 -73.0837	 -0	 1.00669e-06	 0
0.825184	 0	 0	 -73.085	 -0	 1.01744e-06	 0
0.831659	 0	 0	 -73.085	 -0	 1.01748e-06	 0
0.831659	 0	 0	 -73.0863	 -0	 1.02825e-06	 0
0.838133	 0	 0	 -73.0863	 -0	 1.02828e-06	 0
0.838133	 0	 0	 -73.0877	 -0	 1.03918e-06	 0
0.844608	 0	 0	 -73.0877	 -0	 1.03922e-06	 0
0.844608	 0	 0	 -73.089	 -0	 1.05035e-06	 0
0.851083	 0	 0	 -73.089	 -0	 1.05036e-06	 0
0.851083	 0	 0	 -73.0904	 -0	 1.06167e-06	 0
0.857557	 0	 0	 -73.0904	 -0	 1.06164e-06	 0
0.857557	 0	 0	 -73.0917	 -0	 1.07307e-06	 0
0.864032	 0	 0	 -73.0917	 -0	 1.07317e-06	 0
0.864032	 0	 0	 -73.0931	 -0	 1.08498e-06	 0
0.870507	 0	 0	 -73.0931	 -0	 1.08492e-06	 0
0.870507	 0	 0	 -73.0945	 -0	 1.09682e-06	 0
0.876673	 0	 0	 -73.0945	 -0	 1.09636e-06	 0
0.876673	 0	 0	 -73.0958	 -0	 1.10809e-06	 0
0.882546	 0	 0	 -73.0957	 -0	 1.10746e-06	 0
0.882546	 0	 0	 -73.097	 -0	 1.11867e-06	 0
0.888419	 0	 0	 -73.097	 -0	 1.11881e-06	 0
0.888419	 0	 0	 -73.0983	 -0	 1.13051e-06	 0
0.893998	 0	 0	 -73.0982	 -0	 1.12984e-06	 0
0.893998	 0	 0	 -73.0994	 -0	 1.14098e-06	 0
0.899577	 0	 0	 -73.0994	 -0	 1.14106e-06	 0
0.899577	 0	 0	 -73.1007	 -0	 1.15258e-06	 0
0.905156	 0	 0	 -73.1007	 -0	 1.15249e-06	 0
0.905156	 0	 0	 -73.1019	 -0	 1.16401e-06	 0
0.910735	 0	 0	 -73.1019	 -0	 1.16408e-06	 0
0.910735	 0	 0	 -73.1032	 -0	 1.17595e-06	 0
0.916314	 0	 0	 -73.1032	 -0	 1.17586e-06	 0
0.916314	 0	 0	 -73.1044	 -0	 1.18774e-06	 0
0.921893	 0	 0	 -73.1044	 -0	 1.18783e-06	 0
0.921893	 0	 0	 -73.1057	 -0	 1.20008e-06	 0
0.927472	 0	 0	 -73.1057	 -0	 1.2e-06	 0
0.927472	 0	 0	 -73.107	 -0	 1.21229e-06	 0
0.933516	 0	 0	 -73.1071	 -0	 1.21338e-06	 0
0.933516	 0	 0	 -73.1085	 -0	 1.22706e-06	 0
0.93956	 0	 0	 -73.1085	 -0	 1.227e-06	 0
0.93956	 0	 0	 -73.1099	 -0	 1.24078e-06	 0
0.945604	 0	 0	 -73.1099	 -0	 1.24083e-06	 0
0.945604	 0	 0	 -73.1113	 -0	 1.25491e-06	 0
0.951648	 0	 0	 -73.1113	 -0	 1.25487e-06	 0
0.951648	 0	 0	 -73.1127	 -0	 1.26908e-06	 0
0.957692	 0	 0	 -73.1127	 -0	 1.26908e-06	 0
0.957692	 0	 0	 -73.1141	 -0	 1.28348e-06	 0
0.963736	 0	 0	 -73.1141	 -0	 1.28343e-06	 0
0.963736	 0	 0	 -73.1155	 -0	 1.29788e-06	 0
0.96978	 0	 0	 -73.1155	 -0	 1.29789e-06	 0
0.96978	 0	 0	 -73.117	 -0	 1.3125e-06	 0
