Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pZ	 L2N20pZ	 L3N20pZ	 L1N20FZ	 L2N20FZ	 L3N20FZ	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
11.6726	 823070	 823558	 823558	 -74.5177	 -74.5177	 -74.5177	 -481166	 -481180	 -481180	 
11.6862	 850630	 851117	 851117	 -74.5177	 -74.5177	 -74.5177	 -497302	 -497315	 -497315	 
11.6862	 823572	 824058	 824058	 -74.5276	 -74.5276	 -74.5276	 -481483	 -481496	 -481496	 
11.6999	 850983	 851469	 851469	 -74.5276	 -74.5276	 -74.5276	 -497533	 -497546	 -497546	 
11.6999	 824006	 824492	 824492	 -74.5375	 -74.5375	 -74.5375	 -481761	 -481774	 -481774	 
11.7135	 851304	 851790	 851790	 -74.5375	 -74.5375	 -74.5375	 -497747	 -497759	 -497759	 
11.7135	 824409	 824893	 824893	 -74.5474	 -74.5474	 -74.5474	 -482021	 -482034	 -482034	 
11.7272	 851609	 852094	 852094	 -74.5474	 -74.5474	 -74.5474	 -497950	 -497962	 -497962	 
11.7272	 824795	 825279	 825279	 -74.5573	 -74.5573	 -74.5573	 -482272	 -482284	 -482284	 
11.7415	 850804	 851288	 851288	 -74.5578	 -74.5578	 -74.5578	 -497511	 -497523	 -497523	 
11.7415	 823831	 824314	 824314	 -74.5681	 -74.5681	 -74.5681	 -481734	 -481745	 -481745	 
11.7559	 851822	 852305	 852305	 -74.5681	 -74.5681	 -74.5681	 -498129	 -498141	 -498141	 
11.7559	 824935	 825418	 825418	 -74.5784	 -74.5784	 -74.5784	 -482403	 -482414	 -482414	 
11.7702	 852467	 852949	 852949	 -74.5784	 -74.5784	 -74.5784	 -498532	 -498543	 -498543	 
11.7702	 825667	 826150	 826150	 -74.5887	 -74.5887	 -74.5887	 -482855	 -482866	 -482866	 
11.7846	 852902	 853384	 853384	 -74.5887	 -74.5887	 -74.5887	 -498813	 -498823	 -498823	 
11.7846	 826190	 826672	 826672	 -74.5989	 -74.5989	 -74.5989	 -483186	 -483196	 -483196	 
11.799	 853228	 853710	 853710	 -74.5989	 -74.5989	 -74.5989	 -499030	 -499041	 -499041	 
11.799	 826604	 827086	 827086	 -74.6091	 -74.6091	 -74.6091	 -483454	 -483464	 -483464	 
11.8133	 853497	 853979	 853979	 -74.6091	 -74.6091	 -74.6091	 -499214	 -499224	 -499224	 
11.8133	 826961	 827442	 827442	 -74.6193	 -74.6193	 -74.6193	 -483688	 -483699	 -483699	 
11.8267	 855081	 855562	 855562	 -74.6185	 -74.6185	 -74.6185	 -500160	 -500170	 -500170	 
11.8267	 829263	 829744	 829744	 -74.6279	 -74.628	 -74.628	 -485059	 -485069	 -485069	 
11.84	 854279	 854760	 854760	 -74.6279	 -74.628	 -74.628	 -499720	 -499730	 -499730	 
11.84	 828540	 829021	 829021	 -74.6373	 -74.6373	 -74.6373	 -484665	 -484675	 -484675	 
11.8533	 853925	 854406	 854406	 -74.6373	 -74.6373	 -74.6373	 -499540	 -499550	 -499550	 
11.8533	 828266	 828747	 828747	 -74.6467	 -74.6467	 -74.6467	 -484531	 -484541	 -484541	 
11.8667	 853826	 854307	 854307	 -74.6467	 -74.6467	 -74.6467	 -499508	 -499518	 -499518	 
11.8667	 828247	 828728	 828728	 -74.656	 -74.656	 -74.656	 -484545	 -484555	 -484555	 
11.88	 853850	 854332	 854332	 -74.656	 -74.656	 -74.656	 -499548	 -499558	 -499558	 
11.88	 828352	 828833	 828833	 -74.6653	 -74.6653	 -74.6653	 -484631	 -484641	 -484641	 
11.8933	 853926	 854408	 854408	 -74.6653	 -74.6653	 -74.6653	 -499617	 -499628	 -499628	 
11.8933	 828508	 828989	 828989	 -74.6746	 -74.6746	 -74.6746	 -484747	 -484757	 -484757	 
11.9067	 854018	 854500	 854500	 -74.6746	 -74.6746	 -74.6746	 -499696	 -499707	 -499707	 
11.9067	 828681	 829162	 829162	 -74.6838	 -74.6838	 -74.6838	 -484872	 -484882	 -484882	 
11.92	 854111	 854593	 854593	 -74.6838	 -74.6838	 -74.6838	 -499775	 -499786	 -499786	 
11.92	 828854	 829336	 829336	 -74.693	 -74.693	 -74.693	 -484998	 -485008	 -485008	 
11.9333	 854199	 854682	 854682	 -74.693	 -74.693	 -74.693	 -499852	 -499863	 -499863	 
11.9333	 829023	 829505	 829505	 -74.7022	 -74.7022	 -74.7022	 -485121	 -485132	 -485132	 
11.9467	 854281	 854764	 854764	 -74.7022	 -74.7022	 -74.7022	 -499924	 -499936	 -499936	 
11.9467	 829186	 829668	 829668	 -74.7113	 -74.7113	 -74.7113	 -485240	 -485251	 -485251	 
11.96	 854356	 854840	 854840	 -74.7113	 -74.7113	 -74.7113	 -499994	 -500005	 -500005	 
11.96	 829343	 829826	 829826	 -74.7204	 -74.7204	 -74.7204	 -485356	 -485368	 -485368	 
11.9733	 854428	 854912	 854912	 -74.7204	 -74.7204	 -74.7204	 -500061	 -500073	 -500073	 
11.9733	 829496	 829980	 829980	 -74.7295	 -74.7295	 -74.7295	 -485470	 -485482	 -485482	 
11.9867	 854497	 854982	 854982	 -74.7295	 -74.7295	 -74.7295	 -500126	 -500138	 -500138	 
11.9867	 829647	 830131	 830131	 -74.7386	 -74.7386	 -74.7386	 -485583	 -485595	 -485595	 
12	 854566	 855051	 855051	 -74.7386	 -74.7386	 -74.7386	 -500191	 -500204	 -500204	 
12	 829797	 830282	 830282	 -74.7476	 -74.7476	 -74.7476	 -485695	 -485707	 -485707	 
12.0123	 855868	 856354	 856354	 -74.7469	 -74.7469	 -74.7469	 -500971	 -500984	 -500984	 
12.0123	 831874	 832360	 832360	 -74.7552	 -74.7553	 -74.7553	 -486932	 -486945	 -486945	 
12.0245	 855123	 855610	 855610	 -74.7551	 -74.7551	 -74.7551	 -500561	 -500575	 -500575	 
12.0245	 831410	 831896	 831896	 -74.7633	 -74.7634	 -74.7634	 -486686	 -486700	 -486700	 
12.0367	 854546	 855033	 855033	 -74.7633	 -74.7634	 -74.7634	 -500249	 -500262	 -500262	 
12.0367	 830905	 831392	 831392	 -74.7715	 -74.7715	 -74.7715	 -486416	 -486429	 -486429	 
12.0489	 854275	 854763	 854763	 -74.7715	 -74.7715	 -74.7715	 -500114	 -500128	 -500128	 
12.0489	 830707	 831194	 831194	 -74.7797	 -74.7797	 -74.7797	 -486323	 -486337	 -486337	 
12.061	 854272	 854761	 854761	 -74.7796	 -74.7796	 -74.7796	 -500135	 -500149	 -500149	 
12.061	 830986	 831474	 831474	 -74.7876	 -74.7876	 -74.7876	 -486509	 -486523	 -486523	 
12.073	 854138	 854627	 854627	 -74.7876	 -74.7876	 -74.7876	 -500079	 -500094	 -500094	 
12.073	 830923	 831412	 831412	 -74.7956	 -74.7956	 -74.7956	 -486494	 -486509	 -486509	 
12.085	 854113	 854603	 854603	 -74.7956	 -74.7956	 -74.7956	 -500087	 -500102	 -500102	 
12.085	 830970	 831459	 831459	 -74.8036	 -74.8036	 -74.8036	 -486543	 -486558	 -486558	 
12.0969	 854807	 855298	 855298	 -74.8035	 -74.8035	 -74.8035	 -500512	 -500527	 -500527	 
12.0969	 831395	 831885	 831885	 -74.8113	 -74.8113	 -74.8113	 -486813	 -486828	 -486828	 
12.1088	 854743	 855234	 855234	 -74.8113	 -74.8113	 -74.8113	 -500497	 -500513	 -500513	 
12.1088	 831403	 831893	 831893	 -74.8191	 -74.8191	 -74.8191	 -486839	 -486854	 -486854	 
12.1207	 854762	 855253	 855253	 -74.8191	 -74.8191	 -74.8191	 -500529	 -500546	 -500546	 
12.1207	 831493	 831983	 831983	 -74.8269	 -74.8269	 -74.8269	 -486913	 -486929	 -486929	 
12.1326	 854833	 855325	 855325	 -74.8269	 -74.8269	 -74.8269	 -500593	 -500609	 -500609	 
12.1326	 831636	 832127	 832127	 -74.8347	 -74.8347	 -74.8347	 -487018	 -487034	 -487034	 
12.1445	 854937	 855429	 855429	 -74.8347	 -74.8347	 -74.8347	 -500675	 -500692	 -500692	 
12.1445	 831812	 832303	 832303	 -74.8425	 -74.8425	 -74.8425	 -487141	 -487158	 -487158	 
12.1563	 855060	 855553	 855553	 -74.8425	 -74.8425	 -74.8425	 -500769	 -500786	 -500786	 
12.1563	 832007	 832499	 832499	 -74.8502	 -74.8502	 -74.8502	 -487277	 -487293	 -487293	 
12.1682	 855197	 855690	 855690	 -74.8502	 -74.8502	 -74.8502	 -500870	 -500887	 -500887	 
12.1682	 832216	 832708	 832708	 -74.8579	 -74.8579	 -74.8579	 -487420	 -487437	 -487437	 
12.1799	 855436	 855929	 855929	 -74.8578	 -74.8578	 -74.8578	 -501031	 -501048	 -501048	 
12.1799	 832757	 833250	 833250	 -74.8654	 -74.8654	 -74.8654	 -487757	 -487774	 -487774	 
12.1917	 855440	 855934	 855934	 -74.8654	 -74.8654	 -74.8654	 -501055	 -501073	 -501073	 
12.1917	 832832	 833325	 833325	 -74.8729	 -74.8729	 -74.8729	 -487822	 -487839	 -487839	 
12.2035	 855415	 855909	 855909	 -74.873	 -74.873	 -74.873	 -501062	 -501080	 -501080	 
12.2035	 832642	 833135	 833135	 -74.8806	 -74.8807	 -74.8807	 -487732	 -487749	 -487749	 
12.2154	 855681	 856175	 856175	 -74.8806	 -74.8807	 -74.8807	 -501238	 -501256	 -501256	 
12.2154	 832981	 833474	 833474	 -74.8883	 -74.8883	 -74.8883	 -487950	 -487968	 -487968	 
12.2273	 855911	 856405	 856405	 -74.8883	 -74.8883	 -74.8883	 -501394	 -501412	 -501412	 
12.2273	 833284	 833777	 833777	 -74.8958	 -74.8959	 -74.8959	 -488148	 -488165	 -488165	 
12.2392	 856116	 856611	 856611	 -74.8958	 -74.8959	 -74.8959	 -501535	 -501553	 -501553	 
12.2392	 833562	 834055	 834055	 -74.9034	 -74.9034	 -74.9034	 -488331	 -488349	 -488349	 
12.2511	 856308	 856802	 856802	 -74.9034	 -74.9034	 -74.9034	 -501669	 -501687	 -501687	 
12.2511	 833826	 834320	 834320	 -74.9109	 -74.911	 -74.911	 -488507	 -488524	 -488524	 
12.2632	 855864	 856359	 856359	 -74.9111	 -74.9111	 -74.9111	 -501433	 -501451	 -501451	 
12.2632	 833736	 834229	 834229	 -74.9187	 -74.9187	 -74.9187	 -488475	 -488493	 -488493	 
12.2752	 856215	 856710	 856710	 -74.9187	 -74.9187	 -74.9187	 -501660	 -501678	 -501678	 
12.2752	 834160	 834653	 834653	 -74.9263	 -74.9263	 -74.9263	 -488744	 -488761	 -488761	 
12.2873	 856498	 856993	 856993	 -74.9263	 -74.9263	 -74.9263	 -501846	 -501864	 -501864	 
12.2873	 834517	 835010	 835010	 -74.9339	 -74.9339	 -74.9339	 -488973	 -488991	 -488991	 
12.2996	 856630	 857124	 857124	 -74.934	 -74.934	 -74.934	 -501945	 -501963	 -501963	 
12.2996	 834457	 834950	 834950	 -74.9417	 -74.9417	 -74.9417	 -488959	 -488976	 -488976	 
12.3119	 857029	 857523	 857523	 -74.9417	 -74.9417	 -74.9417	 -502200	 -502218	 -502218	 
12.3119	 834933	 835425	 835425	 -74.9493	 -74.9494	 -74.9494	 -489258	 -489275	 -489275	 
12.3242	 857343	 857837	 857837	 -74.9493	 -74.9494	 -74.9494	 -502405	 -502423	 -502423	 
12.3242	 835323	 835815	 835815	 -74.957	 -74.957	 -74.957	 -489507	 -489524	 -489524	 
12.3367	 857487	 857980	 857980	 -74.9571	 -74.9571	 -74.9571	 -502512	 -502529	 -502529	 
12.3367	 835261	 835752	 835752	 -74.9649	 -74.9649	 -74.9649	 -489492	 -489509	 -489509	 
12.349	 858047	 858540	 858540	 -74.9647	 -74.9647	 -74.9647	 -502860	 -502877	 -502877	 
12.349	 836186	 836677	 836677	 -74.9723	 -74.9723	 -74.9723	 -490054	 -490071	 -490071	 
12.3613	 858191	 858683	 858683	 -74.9723	 -74.9723	 -74.9723	 -502966	 -502983	 -502983	 
12.3613	 836406	 836897	 836897	 -74.9798	 -74.9799	 -74.9799	 -490204	 -490220	 -490220	 
12.3736	 858366	 858858	 858858	 -74.9798	 -74.9799	 -74.9799	 -503091	 -503108	 -503108	 
12.3736	 836658	 837148	 837148	 -74.9874	 -74.9874	 -74.9874	 -490373	 -490389	 -490389	 
12.3858	 858570	 859061	 859061	 -74.9874	 -74.9874	 -74.9874	 -503232	 -503248	 -503248	 
12.3858	 836937	 837427	 837427	 -74.9949	 -74.9949	 -74.9949	 -490558	 -490574	 -490574	 
12.3981	 858793	 859284	 859284	 -74.9949	 -74.9949	 -74.9949	 -503384	 -503400	 -503400	 
12.3981	 837237	 837727	 837727	 -75.0023	 -75.0024	 -75.0024	 -490755	 -490770	 -490770	 
12.4104	 859031	 859522	 859522	 -75.0023	 -75.0024	 -75.0024	 -503545	 -503561	 -503561	 
12.4104	 837552	 838041	 838041	 -75.0098	 -75.0098	 -75.0098	 -490960	 -490975	 -490975	 
12.4227	 859281	 859771	 859771	 -75.0098	 -75.0098	 -75.0098	 -503713	 -503728	 -503728	 
12.4227	 837879	 838367	 838367	 -75.0172	 -75.0172	 -75.0172	 -491172	 -491187	 -491187	 
12.4352	 859402	 859892	 859892	 -75.0174	 -75.0174	 -75.0174	 -503806	 -503821	 -503821	 
12.4352	 837756	 838244	 838244	 -75.0249	 -75.0249	 -75.0249	 -491122	 -491136	 -491136	 
12.4478	 859896	 860384	 860384	 -75.0249	 -75.0249	 -75.0249	 -504116	 -504131	 -504131	 
12.4478	 838329	 838816	 838816	 -75.0324	 -75.0324	 -75.0324	 -491478	 -491492	 -491492	 
12.4603	 860299	 860788	 860788	 -75.0324	 -75.0324	 -75.0324	 -504374	 -504388	 -504388	 
12.4603	 838813	 839300	 839300	 -75.0399	 -75.0399	 -75.0399	 -491782	 -491796	 -491796	 
12.4729	 860650	 861138	 861138	 -75.0399	 -75.0399	 -75.0399	 -504601	 -504615	 -504615	 
12.4729	 839243	 839729	 839729	 -75.0474	 -75.0474	 -75.0474	 -492055	 -492068	 -492068	 
12.4854	 860973	 861460	 861460	 -75.0474	 -75.0474	 -75.0474	 -504812	 -504825	 -504825	 
12.4854	 839647	 840132	 840132	 -75.0548	 -75.0548	 -75.0548	 -492312	 -492325	 -492325	 
12.498	 861284	 861771	 861771	 -75.0548	 -75.0548	 -75.0548	 -505015	 -505029	 -505029	 
12.498	 840038	 840523	 840523	 -75.0622	 -75.0623	 -75.0623	 -492562	 -492575	 -492575	 
12.5109	 861424	 861910	 861910	 -75.0624	 -75.0624	 -75.0624	 -505120	 -505133	 -505133	 
12.5109	 839888	 840372	 840372	 -75.07	 -75.07	 -75.07	 -492496	 -492508	 -492508	 
12.5237	 861996	 862482	 862482	 -75.07	 -75.07	 -75.07	 -505476	 -505489	 -505489	 
12.5237	 840544	 841028	 841028	 -75.0775	 -75.0776	 -75.0776	 -492901	 -492913	 -492913	 
12.5366	 862447	 862932	 862932	 -75.0775	 -75.0776	 -75.0776	 -505762	 -505775	 -505775	 
12.5366	 841079	 841562	 841562	 -75.085	 -75.0851	 -75.0851	 -493235	 -493247	 -493247	 
12.5495	 862821	 863306	 863306	 -75.085	 -75.0851	 -75.0851	 -506003	 -506016	 -506016	 
12.5495	 841538	 842021	 842021	 -75.0925	 -75.0925	 -75.0925	 -493525	 -493537	 -493537	 
12.5623	 863153	 863637	 863637	 -75.0925	 -75.0925	 -75.0925	 -506219	 -506232	 -506232	 
12.5623	 841953	 842436	 842436	 -75.1	 -75.1	 -75.1	 -493790	 -493802	 -493802	 
12.5756	 862762	 863247	 863247	 -75.1002	 -75.1002	 -75.1002	 -506016	 -506028	 -506028	 
12.5756	 841732	 842215	 842215	 -75.1078	 -75.1079	 -75.1079	 -493683	 -493694	 -493694	 
12.5889	 863370	 863854	 863854	 -75.1078	 -75.1079	 -75.1079	 -506394	 -506406	 -506406	 
12.5889	 842427	 842909	 842909	 -75.1155	 -75.1155	 -75.1155	 -494111	 -494122	 -494122	 
12.6021	 863820	 864304	 864304	 -75.1155	 -75.1155	 -75.1155	 -506679	 -506691	 -506691	 
12.6021	 842963	 843445	 843445	 -75.123	 -75.1231	 -75.1231	 -494447	 -494458	 -494458	 
12.6154	 864171	 864655	 864655	 -75.123	 -75.1231	 -75.1231	 -506908	 -506920	 -506920	 
12.6154	 843402	 843884	 843884	 -75.1306	 -75.1306	 -75.1306	 -494726	 -494737	 -494737	 
12.6291	 864227	 864711	 864711	 -75.1309	 -75.1309	 -75.1309	 -506964	 -506976	 -506976	 
12.6291	 843058	 843539	 843539	 -75.1386	 -75.1387	 -75.1387	 -494546	 -494557	 -494557	 
12.6429	 864873	 865357	 865357	 -75.1386	 -75.1387	 -75.1387	 -507365	 -507377	 -507377	 
12.6429	 843797	 844278	 844278	 -75.1464	 -75.1464	 -75.1464	 -495001	 -495012	 -495012	 
12.6566	 865315	 865799	 865799	 -75.1464	 -75.1464	 -75.1464	 -507647	 -507659	 -507659	 
12.6566	 844332	 844813	 844813	 -75.1541	 -75.1541	 -75.1541	 -495336	 -495347	 -495347	 
12.6703	 865637	 866121	 866121	 -75.1541	 -75.1541	 -75.1541	 -507859	 -507871	 -507871	 
12.6703	 844746	 845227	 845227	 -75.1618	 -75.1618	 -75.1618	 -495602	 -495613	 -495613	 
12.6847	 865090	 865574	 865574	 -75.1621	 -75.1621	 -75.1621	 -507566	 -507578	 -507578	 
12.6847	 844229	 844710	 844710	 -75.1701	 -75.1701	 -75.1701	 -495322	 -495333	 -495333	 
12.699	 865781	 866265	 866265	 -75.1701	 -75.1701	 -75.1701	 -507993	 -508005	 -508005	 
12.699	 845017	 845499	 845499	 -75.178	 -75.1781	 -75.1781	 -495807	 -495818	 -495818	 
12.7133	 866213	 866698	 866698	 -75.178	 -75.1781	 -75.1781	 -508271	 -508283	 -508283	 
12.7133	 845547	 846029	 846029	 -75.1859	 -75.186	 -75.186	 -496140	 -496152	 -496152	 
12.7277	 866501	 866985	 866985	 -75.1859	 -75.186	 -75.186	 -508463	 -508476	 -508476	 
12.7277	 845932	 846414	 846414	 -75.1938	 -75.1938	 -75.1938	 -496390	 -496401	 -496401	 
12.7428	 865813	 866298	 866298	 -75.1942	 -75.1943	 -75.1943	 -508089	 -508102	 -508102	 
12.7428	 845155	 845638	 845638	 -75.2025	 -75.2025	 -75.2025	 -495959	 -495970	 -495970	 
12.7579	 866597	 867083	 867083	 -75.2025	 -75.2025	 -75.2025	 -508573	 -508586	 -508586	 
12.7579	 846045	 846528	 846528	 -75.2107	 -75.2108	 -75.2108	 -496503	 -496515	 -496515	 
12.7731	 867037	 867523	 867523	 -75.2107	 -75.2108	 -75.2108	 -508855	 -508868	 -508868	 
12.7731	 846589	 847072	 847072	 -75.2189	 -75.2189	 -75.2189	 -496847	 -496859	 -496859	 
12.7882	 867293	 867780	 867780	 -75.2189	 -75.2189	 -75.2189	 -509031	 -509045	 -509045	 
12.7882	 846950	 847434	 847434	 -75.227	 -75.2271	 -75.2271	 -497083	 -497096	 -497096	 
12.8033	 867461	 867948	 867948	 -75.227	 -75.2271	 -75.2271	 -509155	 -509169	 -509169	 
12.8033	 847223	 847708	 847708	 -75.2351	 -75.2352	 -75.2352	 -497269	 -497282	 -497282	 
12.8184	 867587	 868074	 868074	 -75.2351	 -75.2352	 -75.2352	 -509255	 -509269	 -509269	 
12.8184	 847454	 847939	 847939	 -75.2432	 -75.2432	 -75.2432	 -497430	 -497442	 -497442	 
12.8336	 867690	 868178	 868178	 -75.2432	 -75.2432	 -75.2432	 -509341	 -509356	 -509356	 
12.8336	 847662	 848147	 848147	 -75.2512	 -75.2512	 -75.2512	 -497577	 -497590	 -497590	 
12.8487	 867779	 868268	 868268	 -75.2512	 -75.2512	 -75.2512	 -509420	 -509434	 -509434	 
12.8487	 847857	 848343	 848343	 -75.2592	 -75.2592	 -75.2592	 -497717	 -497730	 -497730	 
12.8638	 867861	 868350	 868350	 -75.2591	 -75.2592	 -75.2592	 -509493	 -509508	 -509508	 
12.8638	 848044	 848530	 848530	 -75.2671	 -75.2671	 -75.2671	 -497852	 -497866	 -497866	 
12.879	 867937	 868427	 868427	 -75.2671	 -75.2671	 -75.2671	 -509564	 -509579	 -509579	 
12.879	 848226	 848713	 848713	 -75.275	 -75.275	 -75.275	 -497984	 -497998	 -497998	 
12.8941	 868011	 868501	 868501	 -75.275	 -75.275	 -75.275	 -509633	 -509649	 -509649	 
12.8941	 848406	 848894	 848894	 -75.2828	 -75.2828	 -75.2828	 -498115	 -498129	 -498129	 
12.9092	 868085	 868576	 868576	 -75.2828	 -75.2828	 -75.2828	 -509702	 -509718	 -509718	 
12.9092	 848586	 849075	 849075	 -75.2906	 -75.2906	 -75.2906	 -498246	 -498261	 -498261	 
12.9244	 868162	 868653	 868653	 -75.2906	 -75.2906	 -75.2906	 -509773	 -509790	 -509790	 
12.9244	 848770	 849258	 849258	 -75.2983	 -75.2984	 -75.2984	 -498379	 -498394	 -498394	 
12.9395	 868244	 868736	 868736	 -75.2983	 -75.2984	 -75.2984	 -509847	 -509863	 -509863	 
12.9395	 848958	 849447	 849447	 -75.3061	 -75.3061	 -75.3061	 -498514	 -498530	 -498530	 
12.9546	 868333	 868825	 868825	 -75.3061	 -75.3061	 -75.3061	 -509924	 -509941	 -509941	 
12.9546	 849153	 849642	 849642	 -75.3137	 -75.3138	 -75.3138	 -498654	 -498670	 -498670	 
12.9697	 868430	 868922	 868922	 -75.3137	 -75.3138	 -75.3138	 -510007	 -510024	 -510024	 
12.9697	 849357	 849846	 849846	 -75.3214	 -75.3214	 -75.3214	 -498799	 -498814	 -498814	 
12.9849	 868537	 869030	 869030	 -75.3214	 -75.3214	 -75.3214	 -510095	 -510113	 -510113	 
12.9849	 849571	 850061	 850061	 -75.3289	 -75.329	 -75.329	 -498949	 -498965	 -498965	 
13	 868656	 869149	 869149	 -75.3289	 -75.329	 -75.329	 -510190	 -510208	 -510208	 
13	 849796	 850287	 850287	 -75.3365	 -75.3365	 -75.3365	 -499107	 -499123	 -499123	 
13.0133	 870655	 871149	 871149	 -75.3356	 -75.3356	 -75.3356	 -511379	 -511397	 -511397	 
13.0133	 852486	 852977	 852977	 -75.3422	 -75.3422	 -75.3422	 -500708	 -500724	 -500724	 
13.0267	 869542	 870036	 870036	 -75.3422	 -75.3422	 -75.3422	 -510753	 -510771	 -510771	 
13.0267	 851463	 851954	 851954	 -75.3488	 -75.3488	 -75.3488	 -500134	 -500151	 -500151	 
13.0398	 869102	 869595	 869595	 -75.3487	 -75.3487	 -75.3487	 -510519	 -510536	 -510536	 
13.0398	 851278	 851769	 851769	 -75.3552	 -75.3552	 -75.3552	 -500050	 -500066	 -500066	 
13.053	 868804	 869297	 869297	 -75.3552	 -75.3552	 -75.3552	 -510367	 -510385	 -510385	 
13.053	 851069	 851560	 851560	 -75.3616	 -75.3616	 -75.3616	 -499950	 -499967	 -499967	 
13.0659	 869264	 869758	 869758	 -75.3615	 -75.3615	 -75.3615	 -510657	 -510675	 -510675	 
13.0659	 851354	 851844	 851844	 -75.3678	 -75.3678	 -75.3678	 -500138	 -500155	 -500155	 
13.0787	 869277	 869771	 869771	 -75.3677	 -75.3678	 -75.3678	 -510686	 -510704	 -510704	 
13.0787	 851622	 852113	 852113	 -75.3739	 -75.374	 -75.374	 -500318	 -500334	 -500334	 
13.0915	 869209	 869702	 869702	 -75.3739	 -75.374	 -75.374	 -510668	 -510686	 -510686	 
13.0915	 851642	 852132	 852132	 -75.3801	 -75.3801	 -75.3801	 -500350	 -500367	 -500367	 
13.1042	 869337	 869830	 869830	 -75.38	 -75.38	 -75.38	 -510764	 -510782	 -510782	 
13.1042	 852024	 852515	 852515	 -75.386	 -75.3861	 -75.3861	 -500596	 -500612	 -500612	 
13.1168	 869338	 869830	 869830	 -75.386	 -75.3861	 -75.3861	 -510786	 -510803	 -510803	 
13.1168	 852110	 852601	 852601	 -75.3921	 -75.3921	 -75.3921	 -500667	 -500683	 -500683	 
13.1292	 869503	 869995	 869995	 -75.392	 -75.392	 -75.392	 -510903	 -510920	 -510920	 
13.1292	 852528	 853018	 853018	 -75.3979	 -75.3979	 -75.3979	 -500933	 -500949	 -500949	 
13.1415	 869600	 870093	 870093	 -75.3978	 -75.3978	 -75.3978	 -510980	 -510998	 -510998	 
13.1415	 852876	 853365	 853365	 -75.4036	 -75.4036	 -75.4036	 -501157	 -501173	 -501173	 
13.1537	 869589	 870082	 870082	 -75.4036	 -75.4036	 -75.4036	 -510995	 -511012	 -511012	 
13.1537	 852947	 853436	 853436	 -75.4093	 -75.4094	 -75.4094	 -501219	 -501235	 -501235	 
13.1658	 869745	 870237	 870237	 -75.4093	 -75.4093	 -75.4093	 -511106	 -511123	 -511123	 
13.1658	 853351	 853840	 853840	 -75.4149	 -75.415	 -75.415	 -501476	 -501491	 -501491	 
13.1779	 869774	 870266	 870266	 -75.4149	 -75.415	 -75.415	 -511143	 -511159	 -511159	 
13.1779	 853460	 853949	 853949	 -75.4205	 -75.4206	 -75.4206	 -501559	 -501575	 -501575	 
13.19	 869881	 870372	 870372	 -75.4205	 -75.4206	 -75.4206	 -511225	 -511242	 -511242	 
13.19	 853647	 854136	 854136	 -75.4261	 -75.4262	 -75.4262	 -501689	 -501704	 -501704	 
13.2021	 870034	 870525	 870525	 -75.4261	 -75.4262	 -75.4262	 -511334	 -511351	 -511351	 
13.2021	 853881	 854369	 854369	 -75.4317	 -75.4318	 -75.4318	 -501845	 -501860	 -501860	 
13.2142	 870213	 870704	 870704	 -75.4317	 -75.4318	 -75.4318	 -511459	 -511475	 -511475	 
13.2142	 854140	 854628	 854628	 -75.4373	 -75.4373	 -75.4373	 -502016	 -502031	 -502031	 
13.2263	 870406	 870896	 870896	 -75.4373	 -75.4373	 -75.4373	 -511591	 -511607	 -511607	 
13.2263	 854413	 854901	 854901	 -75.4428	 -75.4428	 -75.4428	 -502196	 -502210	 -502210	 
13.2384	 870605	 871095	 871095	 -75.4428	 -75.4428	 -75.4428	 -511728	 -511744	 -511744	 
13.2384	 854694	 855181	 855181	 -75.4483	 -75.4483	 -75.4483	 -502379	 -502394	 -502394	 
13.2505	 870808	 871298	 871298	 -75.4483	 -75.4483	 -75.4483	 -511866	 -511882	 -511882	 
13.2505	 854977	 855464	 855464	 -75.4537	 -75.4538	 -75.4538	 -502565	 -502579	 -502579	 
13.2625	 871013	 871503	 871503	 -75.4537	 -75.4538	 -75.4538	 -512005	 -512021	 -512021	 
13.2625	 855263	 855750	 855750	 -75.4592	 -75.4592	 -75.4592	 -502751	 -502765	 -502765	 
13.2746	 871218	 871708	 871708	 -75.4592	 -75.4592	 -75.4592	 -512145	 -512161	 -512161	 
13.2746	 855549	 856035	 856035	 -75.4646	 -75.4646	 -75.4646	 -502938	 -502952	 -502952	 
